cve_id,description,cpe_match,accessVector,baseScore,exploitabilityScore,obtainAllPrivilege,obtainUserPrivilege,obtainOtherPrivilege,privilegesRequired
CVE-2009-0950,Stack-based buffer overflow in Apple iTunes before 8.2 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via an itms: URL with a long URL component after a colon.,"['cpe:2.3:a:apple:itunes:7.6.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:*:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.5:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.9.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.8.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.1.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:3.0.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.2:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.2:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0.2:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.9:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.3:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.1.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.0:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.1.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.4:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.1.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.2.72:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.1.30:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.2.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.1.30:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.2:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.6:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.2:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.6.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.2:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.5:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.5.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.2:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.3:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.5.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.9.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.5:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.4:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.6.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.2:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.4.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.2.72:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.1.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.4:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.4.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.2:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.4:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.4:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1.2:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.2:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.3:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.1.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.6:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.2.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.5:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.3:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.3:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.6.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.9.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.9:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.3.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.4:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0.2:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.5:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.2:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.3:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.5:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.5.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.2.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.5:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.5.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:5.0.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.8.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:*:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.3:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:3.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.0.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.8.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.1:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:3.0:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.2:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.2.0:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.3:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.2:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.5.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.3:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.8:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:6.0.3:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.4:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.5.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.2:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:1.1.2:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.4.2:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.7.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.7.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.0.1:-:mac:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.1.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:8.1:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.8:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:4.5:*:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:7.6.0:-:windows:*:*:*:*:*', 'cpe:2.3:a:apple:itunes:2.0.4:-:windows:*:*:*:*:*']",NETWORK,9.3,8.6,False,False,False,Null
CVE-2022-43769,"
Hitachi Vantara Pentaho Business Analytics Server prior to versions 9.4.0.1 and 9.3.0.2, including 8.3.x allow certain web services to set property values which contain Spring templates that are interpreted downstream. 

","['cpe:2.3:a:hitachi:vantara_pentaho_business_analytics_server:9.4.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:hitachi:vantara_pentaho_business_analytics_server:*:*:*:*:*:*:*:*']",NETWORK,Null,7.2,1.2,Null,Null,Null
CVE-2013-2343,"Unspecified vulnerability on the HP LeftHand Virtual SAN Appliance hydra with software before 10.0 allows remote attackers to execute arbitrary code via unknown vectors, aka ZDI-CAN-1510.","['cpe:2.3:a:hp:lefthand_virtual_san_appliance_hydra:-:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:lefthand_p4000_virtual_san_appliance:-:*:*:*:*:*:*:*', 'cpe:2.3:a:hp:lefthand_virtual_san_appliance_hydra_software:*:*:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2013-3502,"monarch_scan.cgi in the MONARCH component in GroundWork Monitor Enterprise 6.7.0 allows remote authenticated users to execute arbitrary commands, and consequently obtain sensitive information, by leveraging a JOSSO SSO cookie.",['cpe:2.3:a:gwos:groundwork_monitor:6.7.0:-:enterprise:*:*:*:*:*'],NETWORK,6.5,8,False,False,False,Null
CVE-2011-0518,"Directory traversal vulnerability in core/lib/router.php in LotusCMS Fraise 3.0, when magic_quotes_gpc is disabled, allows remote attackers to include and execute arbitrary local files via the system parameter to index.php.",['cpe:2.3:a:lotuscms:fraise:3.0:*:*:*:*:*:*:*'],NETWORK,5.1,4.9,False,False,False,Null
CVE-2012-3399,Config/diff.php in Basilic 1.5.14 allows remote attackers to execute arbitrary commands via shell metacharacters in the file parameter.,['cpe:2.3:a:artis.imag:basilic:1.5.14:*:*:*:*:*:*:*'],NETWORK,7.5,10,False,False,False,Null
CVE-2013-3214,vtiger CRM 5.4.0 and earlier contain a PHP Code Injection Vulnerability in 'vtigerolservice.php'.,['cpe:2.3:a:vtiger:vtiger_crm:*:*:*:*:*:*:*:*'],NETWORK,7.5,10,False,False,False,Null
CVE-2013-3628,Zabbix 2.0.9 has an Arbitrary Command Execution Vulnerability,['cpe:2.3:a:zabbix:zabbix:2.0.9:-:*:*:*:*:*:*'],NETWORK,6.5,8,False,False,False,Null
CVE-2013-3629,ISPConfig 3.0.5.2 has Arbitrary PHP Code Execution,['cpe:2.3:a:ispconfig:ispconfig:3.0.5.2:*:*:*:*:*:*:*'],NETWORK,6.5,8,False,False,False,Null
CVE-2013-4660,"The JS-YAML module before 2.0.5 for Node.js parses input without properly considering the unsafe !!js/function tag, which allows remote attackers to execute arbitrary code via a crafted string that triggers an eval operation.","['cpe:2.3:a:js-yaml_project:js-yaml:*:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.2.2:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:2.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:1.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.3.2:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.3.3:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:2.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:2.0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:1.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:1.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.3.4:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.3.5:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:1.0.3:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.2.1:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.3.6:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:2.0.3:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.3.1:*:*:*:*:*:*:*', 'cpe:2.3:a:js-yaml_project:js-yaml:0.3.7:*:*:*:*:*:*:*']",NETWORK,6.8,8.6,False,False,False,Null
CVE-2013-5486,"Directory traversal vulnerability in processImageSave.jsp in DCNM-SAN Server in Cisco Prime Data Center Network Manager (DCNM) before 6.2(1) allows remote attackers to write arbitrary files via the chartid parameter, aka Bug IDs CSCue77035 and CSCue77036.  NOTE: this can be leveraged to execute arbitrary commands by using the JBoss autodeploy functionality.","['cpe:2.3:a:cisco:prime_data_center_network_manager:5.0\\(3\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:6.1\\(1a\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.2\\(2a\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:4.1\\(3\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.1\\(1\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:4.1\\(2\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.2\\(2e\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.2\\(2\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:6.1\\(1b\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.2\\(2b\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.1\\(2\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.2\\(2c\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:4.1\\(5\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.1\\(3u\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:4.2\\(3\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.0\\(2\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:4.2\\(1\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:4.1\\(4\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:6.1\\(1a\\):*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:*:*:*:*:*:*:*:*', 'cpe:2.3:a:cisco:prime_data_center_network_manager:5.2\\(2e\\):*:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2013-5743,"Multiple SQL injection vulnerabilities in Zabbix 1.8.x before 1.8.18rc1, 2.0.x before 2.0.9rc1, and 2.1.x before 2.1.7.","['cpe:2.3:a:zabbix:zabbix:*:*:*:*:*:*:*:*', 'cpe:2.3:a:zabbix:zabbix:*:*:*:*:*:*:*:*', 'cpe:2.3:a:zabbix:zabbix:*:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2014-8998,"lib/message.php in X7 Chat 2.0.0 through 2.0.5.1 allows remote authenticated users to execute arbitrary PHP code via a crafted HTTP header to index.php, which is processed by the preg_replace function with the eval switch.","['cpe:2.3:a:x7chat:x7_chat:2.0.1:a1:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.0:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.4.1:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.5:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.0:b1:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.4.4:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.4.3:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.0:a3:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.4:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.3:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.5.1:*:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.0:b2:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.0:a1:*:*:*:*:*:*', 'cpe:2.3:a:x7chat:x7_chat:2.0.0:a2:*:*:*:*:*:*']",NETWORK,6.5,8,False,False,False,Null
CVE-2014-1683,"The bashMail function in cms/data/skins/techjunkie/fragments/contacts/functions.php in SkyBlueCanvas CMS before 1.1 r248-04, when the pid parameter is 4, allows remote attackers to execute arbitrary commands via shell metacharacters in the (1) name, (2) email, (3) subject, or (4) message parameter to index.php.",['cpe:2.3:a:skybluecanvas:skybluecanvas:*:*:*:*:*:*:*:*'],NETWORK,6.8,8.6,False,False,False,Null
CVE-2019-12169,"ATutor 2.2.4 allows Arbitrary File Upload and Directory Traversal, resulting in remote code execution via a "".."" pathname in a ZIP archive to the mods/_core/languages/language_import.php (aka Import New Language) or mods/_standard/patcher/index_admin.php (aka Patcher) component.",['cpe:2.3:a:atutor:atutor:*:*:*:*:*:*:*:*'],NETWORK,6.8,8.6,False,False,False,Null
CVE-2014-4880,"Buffer overflow in Hikvision DVR DS-7204 Firmware 2.2.10 build 131009, and other models and versions, allows remote attackers to execute arbitrary code via an RTSP PLAY request with a long Authorization header.",[],NETWORK,7.5,10,False,False,False,Null
